id_orgao,id_servico,nome_orgao
908,3140,Agência Nacional de Aviação Civil (ANAC)
908,3141,Agência Nacional de Aviação Civil (ANAC)
909,3161,Agência Nacional de Energia Elétrica (ANEEL)
909,3162,Agência Nacional de Energia Elétrica (ANEEL)
37548,78,Ministério da Infraestrutura (MINFRA)
909,3155,Agência Nacional de Energia Elétrica (ANEEL)
58051,2941,Agência Nacional de Mineração (ANM)
909,3158,Agência Nacional de Energia Elétrica (ANEEL)
909,3159,Agência Nacional de Energia Elétrica (ANEEL)
37534,1540,Ministério da Saúde (MS)
36802,49,Instituto Nacional do Seguro Social (INSS)
58051,2754,Agência Nacional de Mineração (ANM)
58045,954,Ministério da Cidadania (MCIDADANIA)
917,3184,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
37534,1520,Ministério da Saúde (MS)
912,3186,Agência Nacional de Transportes Aquaviários (ANTAQ)
912,3187,Agência Nacional de Transportes Aquaviários (ANTAQ)
13293,3191,Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES)
890,3304,Agência Espacial Brasileira (AEB)
34309,3212,Fundação Nacional de Artes (FUNARTE)
36724,3220,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA)
37065,3229,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)
7581,3259,Comissão Nacional de Energia Nuclear (CNEN)
58051,3267,Agência Nacional de Mineração (ANM)
34301,3208,Fundação Casa de Rui Barbosa (FCRB)
34307,3219,Fundação Joaquim Nabuco (FUNDAJ)
36724,3223,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA)
36724,3224,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA)
37525,3227,"Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC)"
37065,3230,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)
37065,3231,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)
34309,3210,Fundação Nacional de Artes (FUNARTE)
34309,3211,Fundação Nacional de Artes (FUNARTE)
34307,3217,Fundação Joaquim Nabuco (FUNDAJ)
34307,3218,Fundação Joaquim Nabuco (FUNDAJ)
36724,3221,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA)
37065,3232,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)
36726,3276,Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio)
34309,3214,Fundação Nacional de Artes (FUNARTE)
36722,3225,Instituto Brasileiro de Museus (IBRAM)
37525,3240,"Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC)"
36724,3274,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA)
37021,3279,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ)
7581,3297,Comissão Nacional de Energia Nuclear (CNEN)
7581,3301,Comissão Nacional de Energia Nuclear (CNEN)
37065,3233,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)
908,3307,Agência Nacional de Aviação Civil (ANAC)
917,3309,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3311,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3321,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3322,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3324,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3325,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3328,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3334,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
912,3336,Agência Nacional de Transportes Aquaviários (ANTAQ)
37065,3234,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)
37021,3237,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ)
37021,3238,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ)
37021,3235,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ)
37525,3239,"Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC)"
917,3315,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3316,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3319,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3320,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3323,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3331,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
56004,3241,Superintendência do Desenvolvimento do Nordeste (SUDENE)
908,3243,Agência Nacional de Aviação Civil (ANAC)
7581,3260,Comissão Nacional de Energia Nuclear (CNEN)
34305,3287,Fundação Instituto Brasileiro de Geografia e Estatística (IBGE)
36790,3288,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP)
7581,3296,Comissão Nacional de Energia Nuclear (CNEN)
7581,3299,Comissão Nacional de Energia Nuclear (CNEN)
908,3250,Agência Nacional de Aviação Civil (ANAC)
13293,3254,Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES)
58108,4364,Ministério da Economia (ME)
58051,3261,Agência Nacional de Mineração (ANM)
7581,3293,Comissão Nacional de Energia Nuclear (CNEN)
58051,3262,Agência Nacional de Mineração (ANM)
36724,3275,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA)
917,3317,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3330,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
8382,3253,Conselho Administrativo de Defesa Econômica (CADE)
58051,3266,Agência Nacional de Mineração (ANM)
890,3305,Agência Espacial Brasileira (AEB)
917,3313,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
34310,2777,Fundação Nacional de Saúde (FUNASA)
37525,3289,"Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC)"
58107,3286,Ministério da Justiça e Segurança Pública (MJSP)
7581,3295,Comissão Nacional de Energia Nuclear (CNEN)
7581,3298,Comissão Nacional de Energia Nuclear (CNEN)
36785,4814,Instituto Nacional de Colonização e Reforma Agrária (INCRA)
908,3280,Agência Nacional de Aviação Civil (ANAC)
37021,3291,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ)
7581,3300,Comissão Nacional de Energia Nuclear (CNEN)
7581,3303,Comissão Nacional de Energia Nuclear (CNEN)
908,3306,Agência Nacional de Aviação Civil (ANAC)
37548,7624,Ministério da Infraestrutura (MINFRA)
917,3318,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3332,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3326,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
912,3339,Agência Nacional de Transportes Aquaviários (ANTAQ)
912,3341,Agência Nacional de Transportes Aquaviários (ANTAQ)
917,3327,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
910,3335,Agência Nacional de Saúde Suplementar (ANS)
912,3342,Agência Nacional de Transportes Aquaviários (ANTAQ)
912,3343,Agência Nacional de Transportes Aquaviários (ANTAQ)
912,3337,Agência Nacional de Transportes Aquaviários (ANTAQ)
7581,3349,Comissão Nacional de Energia Nuclear (CNEN)
7581,3351,Comissão Nacional de Energia Nuclear (CNEN)
7581,3352,Comissão Nacional de Energia Nuclear (CNEN)
7581,3353,Comissão Nacional de Energia Nuclear (CNEN)
36724,2784,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA)
7581,3348,Comissão Nacional de Energia Nuclear (CNEN)
7581,3354,Comissão Nacional de Energia Nuclear (CNEN)
7581,3350,Comissão Nacional de Energia Nuclear (CNEN)
7581,3359,Comissão Nacional de Energia Nuclear (CNEN)
8720,3360,Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq)
8720,3361,Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq)
58107,3369,Ministério da Justiça e Segurança Pública (MJSP)
58051,3366,Agência Nacional de Mineração (ANM)
36724,3375,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA)
58051,3365,Agência Nacional de Mineração (ANM)
34302,3373,Fundação Cultural Palmares (FCP)
37021,3387,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ)
34309,3372,Fundação Nacional de Artes (FUNARTE)
6041,3376,Casa Civil da Presidência da República (CC-PR)
36790,3377,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP)
36785,5045,Instituto Nacional de Colonização e Reforma Agrária (INCRA)
36790,3378,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP)
58051,2755,Agência Nacional de Mineração (ANM)
36802,3385,Instituto Nacional do Seguro Social (INSS)
37021,3386,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ)
43381,3444,Serviço Federal de Processamento de Dados (SERPRO)
58051,2752,Agência Nacional de Mineração (ANM)
43381,3527,Serviço Federal de Processamento de Dados (SERPRO)
58108,1469,Ministério da Economia (ME)
37065,858,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)
58051,2749,Agência Nacional de Mineração (ANM)
34308,2434,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho (FUNDACENTRO)"
36785,5091,Instituto Nacional de Colonização e Reforma Agrária (INCRA)
58051,2750,Agência Nacional de Mineração (ANM)
37528,1746,Ministério da Educação (MEC)
36785,5094,Instituto Nacional de Colonização e Reforma Agrária (INCRA)
908,2594,Agência Nacional de Aviação Civil (ANAC)
37535,919,Controladoria-Geral da União (CGU)
914,2611,Agência Nacional de Vigilância Sanitária (ANVISA)
36802,3043,Instituto Nacional do Seguro Social (INSS)
914,2618,Agência Nacional de Vigilância Sanitária (ANVISA)
908,3244,Agência Nacional de Aviação Civil (ANAC)
914,2612,Agência Nacional de Vigilância Sanitária (ANVISA)
58051,2748,Agência Nacional de Mineração (ANM)
43381,3454,Serviço Federal de Processamento de Dados (SERPRO)
43381,3446,Serviço Federal de Processamento de Dados (SERPRO)
43381,3447,Serviço Federal de Processamento de Dados (SERPRO)
914,2259,Agência Nacional de Vigilância Sanitária (ANVISA)
908,2888,Agência Nacional de Aviação Civil (ANAC)
914,2614,Agência Nacional de Vigilância Sanitária (ANVISA)
37548,466,Ministério da Infraestrutura (MINFRA)
914,2258,Agência Nacional de Vigilância Sanitária (ANVISA)
43381,3449,Serviço Federal de Processamento de Dados (SERPRO)
43381,3451,Serviço Federal de Processamento de Dados (SERPRO)
914,2621,Agência Nacional de Vigilância Sanitária (ANVISA)
43381,3445,Serviço Federal de Processamento de Dados (SERPRO)
43381,3450,Serviço Federal de Processamento de Dados (SERPRO)
43381,3457,Serviço Federal de Processamento de Dados (SERPRO)
37527,2309,Ministério da Defesa (MD)
58107,3704,Ministério da Justiça e Segurança Pública (MJSP)
58051,2345,Agência Nacional de Mineração (ANM)
37524,3623,"Ministério da Agricultura, Pecuária e Abastecimento (MAPA)"
7581,3684,Comissão Nacional de Energia Nuclear (CNEN)
7581,3284,Comissão Nacional de Energia Nuclear (CNEN)
890,2184,Agência Espacial Brasileira (AEB)
908,3144,Agência Nacional de Aviação Civil (ANAC)
914,2620,Agência Nacional de Vigilância Sanitária (ANVISA)
58051,3263,Agência Nacional de Mineração (ANM)
910,3185,Agência Nacional de Saúde Suplementar (ANS)
58107,2944,Ministério da Justiça e Segurança Pública (MJSP)
58108,1503,Ministério da Economia (ME)
58051,3264,Agência Nacional de Mineração (ANM)
7907,3730,Comissão de Valores Mobiliários (CVM)
914,2627,Agência Nacional de Vigilância Sanitária (ANVISA)
914,2264,Agência Nacional de Vigilância Sanitária (ANVISA)
910,3086,Agência Nacional de Saúde Suplementar (ANS)
914,2615,Agência Nacional de Vigilância Sanitária (ANVISA)
43381,3452,Serviço Federal de Processamento de Dados (SERPRO)
58051,2747,Agência Nacional de Mineração (ANM)
7907,3740,Comissão de Valores Mobiliários (CVM)
58051,3367,Agência Nacional de Mineração (ANM)
7907,2936,Comissão de Valores Mobiliários (CVM)
37547,472,Ministério do Turismo (MTur)
58051,3112,Agência Nacional de Mineração (ANM)
58107,2350,Ministério da Justiça e Segurança Pública (MJSP)
58051,2344,Agência Nacional de Mineração (ANM)
915,3130,Agência Nacional de Águas (ANA)
58051,2333,Agência Nacional de Mineração (ANM)
914,2623,Agência Nacional de Vigilância Sanitária (ANVISA)
58051,2339,Agência Nacional de Mineração (ANM)
58051,2338,Agência Nacional de Mineração (ANM)
37528,1310,Ministério da Educação (MEC)
40157,1292,Presidência da República (PR)
58051,2885,Agência Nacional de Mineração (ANM)
37528,1309,Ministério da Educação (MEC)
55699,4345,Superintendência da Zona Franca de Manaus (SUFRAMA)
7581,3682,Comissão Nacional de Energia Nuclear (CNEN)
37548,406,Ministério da Infraestrutura (MINFRA)
58107,1163,Ministério da Justiça e Segurança Pública (MJSP)
36802,7864,Instituto Nacional do Seguro Social (INSS)
57755,3551,Universidade Federal Fluminense (UFF)
58051,2753,Agência Nacional de Mineração (ANM)
34307,2441,Fundação Joaquim Nabuco (FUNDAJ)
58051,2334,Agência Nacional de Mineração (ANM)
55699,4118,Superintendência da Zona Franca de Manaus (SUFRAMA)
37065,4209,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)
58051,3200,Agência Nacional de Mineração (ANM)
58051,3107,Agência Nacional de Mineração (ANM)
36722,2982,Instituto Brasileiro de Museus (IBRAM)
916,3147,Agência Nacional do Cinema (ANCINE)
37065,848,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)
37065,4211,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)
37065,4204,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)
37065,4206,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)
58051,2746,Agência Nacional de Mineração (ANM)
37065,4207,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)
37065,4210,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)
37065,4208,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)
37065,4205,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)
58051,2336,Agência Nacional de Mineração (ANM)
36789,3379,Instituto Nacional de Educação de Surdos (INES)
58051,3265,Agência Nacional de Mineração (ANM)
58051,2347,Agência Nacional de Mineração (ANM)
58051,3269,Agência Nacional de Mineração (ANM)
58107,117,Ministério da Justiça e Segurança Pública (MJSP)
58051,3109,Agência Nacional de Mineração (ANM)
36802,2540,Instituto Nacional do Seguro Social (INSS)
36723,236,Instituto Brasileiro de Turismo (EMBRATUR)
58107,3204,Ministério da Justiça e Segurança Pública (MJSP)
36793,2504,"Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO)"
917,4468,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
33005,4334,Empresa de Pesquisa Energética (EPE)
36723,418,Instituto Brasileiro de Turismo (EMBRATUR)
36723,69,Instituto Brasileiro de Turismo (EMBRATUR)
37524,4361,"Ministério da Agricultura, Pecuária e Abastecimento (MAPA)"
55699,4383,Superintendência da Zona Franca de Manaus (SUFRAMA)
36724,2787,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA)
37535,1100,Controladoria-Geral da União (CGU)
37524,948,"Ministério da Agricultura, Pecuária e Abastecimento (MAPA)"
58108,1460,Ministério da Economia (ME)
37524,4520,"Ministério da Agricultura, Pecuária e Abastecimento (MAPA)"
58107,2353,Ministério da Justiça e Segurança Pública (MJSP)
34310,2425,Fundação Nacional de Saúde (FUNASA)
34310,2778,Fundação Nacional de Saúde (FUNASA)
37535,1102,Controladoria-Geral da União (CGU)
914,2263,Agência Nacional de Vigilância Sanitária (ANVISA)
36724,2782,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA)
914,2617,Agência Nacional de Vigilância Sanitária (ANVISA)
914,2262,Agência Nacional de Vigilância Sanitária (ANVISA)
58108,4386,Ministério da Economia (ME)
37535,1101,Controladoria-Geral da União (CGU)
37525,3292,"Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC)"
57755,3511,Universidade Federal Fluminense (UFF)
916,5332,Agência Nacional do Cinema (ANCINE)
55699,4165,Superintendência da Zona Franca de Manaus (SUFRAMA)
908,3539,Agência Nacional de Aviação Civil (ANAC)
37524,4700,"Ministério da Agricultura, Pecuária e Abastecimento (MAPA)"
55699,4026,Superintendência da Zona Franca de Manaus (SUFRAMA)
34310,2963,Fundação Nacional de Saúde (FUNASA)
34310,2432,Fundação Nacional de Saúde (FUNASA)
34310,3216,Fundação Nacional de Saúde (FUNASA)
55699,4029,Superintendência da Zona Franca de Manaus (SUFRAMA)
58107,790,Ministério da Justiça e Segurança Pública (MJSP)
58107,2947,Ministério da Justiça e Segurança Pública (MJSP)
908,3071,Agência Nacional de Aviação Civil (ANAC)
34307,2780,Fundação Joaquim Nabuco (FUNDAJ)
58107,1513,Ministério da Justiça e Segurança Pública (MJSP)
58108,4224,Ministério da Economia (ME)
914,2625,Agência Nacional de Vigilância Sanitária (ANVISA)
908,2593,Agência Nacional de Aviação Civil (ANAC)
36785,4808,Instituto Nacional de Colonização e Reforma Agrária (INCRA)
36802,2534,Instituto Nacional do Seguro Social (INSS)
34307,2966,Fundação Joaquim Nabuco (FUNDAJ)
914,3092,Agência Nacional de Vigilância Sanitária (ANVISA)
34313,2388,Fundação Osório (FOSORIO)
58108,830,Ministério da Economia (ME)
37524,1226,"Ministério da Agricultura, Pecuária e Abastecimento (MAPA)"
34308,2437,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho (FUNDACENTRO)"
34308,2436,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho (FUNDACENTRO)"
37524,922,"Ministério da Agricultura, Pecuária e Abastecimento (MAPA)"
37548,7632,Ministério da Infraestrutura (MINFRA)
37547,1047,Ministério do Turismo (MTur)
37524,4527,"Ministério da Agricultura, Pecuária e Abastecimento (MAPA)"
37539,1039,Ministério das Relações Exteriores (MRE)
37539,1036,Ministério das Relações Exteriores (MRE)
37539,1094,Ministério das Relações Exteriores (MRE)
36785,4785,Instituto Nacional de Colonização e Reforma Agrária (INCRA)
32996,5352,Empresa Brasil de Comunicação S.A. (EBC)
37548,4767,Ministério da Infraestrutura (MINFRA)
37539,1038,Ministério das Relações Exteriores (MRE)
58109,1425,Ministério do Desenvolvimento Regional (MDR)
34313,2394,Fundação Osório (FOSORIO)
911,3081,Agência Nacional de Telecomunicações (ANATEL)
36789,3226,Instituto Nacional de Educação de Surdos (INES)
55943,2590,Superintendência de Seguros Privados (SUSEP)
36789,2490,Instituto Nacional de Educação de Surdos (INES)
58107,2766,Ministério da Justiça e Segurança Pública (MJSP)
36789,2497,Instituto Nacional de Educação de Surdos (INES)
36765,6188,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais (IFSULDEMINAS)"
7581,3302,Comissão Nacional de Energia Nuclear (CNEN)
7581,2664,Comissão Nacional de Energia Nuclear (CNEN)
7581,3356,Comissão Nacional de Energia Nuclear (CNEN)
7581,2663,Comissão Nacional de Energia Nuclear (CNEN)
7581,3357,Comissão Nacional de Energia Nuclear (CNEN)
7581,2668,Comissão Nacional de Energia Nuclear (CNEN)
916,2205,Agência Nacional do Cinema (ANCINE)
909,3156,Agência Nacional de Energia Elétrica (ANEEL)
58107,4661,Ministério da Justiça e Segurança Pública (MJSP)
37524,3484,"Ministério da Agricultura, Pecuária e Abastecimento (MAPA)"
36789,2491,Instituto Nacional de Educação de Surdos (INES)
58109,1420,Ministério do Desenvolvimento Regional (MDR)
916,3145,Agência Nacional do Cinema (ANCINE)
36802,46,Instituto Nacional do Seguro Social (INSS)
58108,730,Ministério da Economia (ME)
58107,4660,Ministério da Justiça e Segurança Pública (MJSP)
37534,43,Ministério da Saúde (MS)
36802,2532,Instituto Nacional do Seguro Social (INSS)
37524,4538,"Ministério da Agricultura, Pecuária e Abastecimento (MAPA)"
37524,4543,"Ministério da Agricultura, Pecuária e Abastecimento (MAPA)"
914,2610,Agência Nacional de Vigilância Sanitária (ANVISA)
36802,2539,Instituto Nacional do Seguro Social (INSS)
37524,3743,"Ministério da Agricultura, Pecuária e Abastecimento (MAPA)"
36724,4780,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA)
36790,2991,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP)
914,2619,Agência Nacional de Vigilância Sanitária (ANVISA)
4715,1289,Banco Central do Brasil (BACEN)
914,3090,Agência Nacional de Vigilância Sanitária (ANVISA)
58108,1496,Ministério da Economia (ME)
909,3157,Agência Nacional de Energia Elétrica (ANEEL)
36790,2989,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP)
23732,282,Departamento Nacional de Infraestrutura de Transportes (DNIT)
58045,197,Ministério da Cidadania (MCIDADANIA)
36765,5989,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais (IFSULDEMINAS)"
36802,2530,Instituto Nacional do Seguro Social (INSS)
4715,7777,Banco Central do Brasil (BACEN)
36785,5047,Instituto Nacional de Colonização e Reforma Agrária (INCRA)
37524,1353,"Ministério da Agricultura, Pecuária e Abastecimento (MAPA)"
37534,1044,Ministério da Saúde (MS)
36785,5049,Instituto Nacional de Colonização e Reforma Agrária (INCRA)
916,2203,Agência Nacional do Cinema (ANCINE)
37534,1538,Ministério da Saúde (MS)
4715,1693,Banco Central do Brasil (BACEN)
37525,3795,"Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC)"
36783,2850,Instituto Nacional da Propriedade Industrial (INPI)
36783,2867,Instituto Nacional da Propriedade Industrial (INPI)
37534,1041,Ministério da Saúde (MS)
36783,2512,Instituto Nacional da Propriedade Industrial (INPI)
37528,1444,Ministério da Educação (MEC)
36783,2859,Instituto Nacional da Propriedade Industrial (INPI)
23732,2,Departamento Nacional de Infraestrutura de Transportes (DNIT)
36783,3380,Instituto Nacional da Propriedade Industrial (INPI)
36783,2833,Instituto Nacional da Propriedade Industrial (INPI)
36783,2838,Instituto Nacional da Propriedade Industrial (INPI)
36783,2865,Instituto Nacional da Propriedade Industrial (INPI)
36783,2510,Instituto Nacional da Propriedade Industrial (INPI)
36783,2509,Instituto Nacional da Propriedade Industrial (INPI)
36783,1081,Instituto Nacional da Propriedade Industrial (INPI)
36783,2835,Instituto Nacional da Propriedade Industrial (INPI)
36783,2844,Instituto Nacional da Propriedade Industrial (INPI)
36783,2856,Instituto Nacional da Propriedade Industrial (INPI)
36783,2868,Instituto Nacional da Propriedade Industrial (INPI)
37535,1108,Controladoria-Geral da União (CGU)
36783,2829,Instituto Nacional da Propriedade Industrial (INPI)
37548,7633,Ministério da Infraestrutura (MINFRA)
36790,4417,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP)
36783,2831,Instituto Nacional da Propriedade Industrial (INPI)
4715,1085,Banco Central do Brasil (BACEN)
913,8043,Agência Nacional de Transportes Terrestres (ANTT)
36783,2830,Instituto Nacional da Propriedade Industrial (INPI)
36783,2848,Instituto Nacional da Propriedade Industrial (INPI)
36783,2869,Instituto Nacional da Propriedade Industrial (INPI)
37528,1453,Ministério da Educação (MEC)
37528,1717,Ministério da Educação (MEC)
912,3338,Agência Nacional de Transportes Aquaviários (ANTAQ)
36724,3374,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA)
36783,2841,Instituto Nacional da Propriedade Industrial (INPI)
34322,6491,Fundação Universidade Federal de Sergipe (UFS)
37021,2570,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ)
36783,2828,Instituto Nacional da Propriedade Industrial (INPI)
58108,1478,Ministério da Economia (ME)
36783,2877,Instituto Nacional da Propriedade Industrial (INPI)
36783,2827,Instituto Nacional da Propriedade Industrial (INPI)
36783,2840,Instituto Nacional da Propriedade Industrial (INPI)
36783,2845,Instituto Nacional da Propriedade Industrial (INPI)
916,4164,Agência Nacional do Cinema (ANCINE)
37021,2579,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ)
36783,2853,Instituto Nacional da Propriedade Industrial (INPI)
36783,2851,Instituto Nacional da Propriedade Industrial (INPI)
36783,2843,Instituto Nacional da Propriedade Industrial (INPI)
36783,2872,Instituto Nacional da Propriedade Industrial (INPI)
36789,2492,Instituto Nacional de Educação de Surdos (INES)
36802,2543,Instituto Nacional do Seguro Social (INSS)
58108,1052,Ministério da Economia (ME)
4715,7786,Banco Central do Brasil (BACEN)
4715,1290,Banco Central do Brasil (BACEN)
36783,2858,Instituto Nacional da Propriedade Industrial (INPI)
36783,2854,Instituto Nacional da Propriedade Industrial (INPI)
37524,942,"Ministério da Agricultura, Pecuária e Abastecimento (MAPA)"
7907,3362,Comissão de Valores Mobiliários (CVM)
36783,2876,Instituto Nacional da Propriedade Industrial (INPI)
4715,7791,Banco Central do Brasil (BACEN)
36783,1083,Instituto Nacional da Propriedade Industrial (INPI)
36789,2503,Instituto Nacional de Educação de Surdos (INES)
36783,2842,Instituto Nacional da Propriedade Industrial (INPI)
36783,2861,Instituto Nacional da Propriedade Industrial (INPI)
7581,2657,Comissão Nacional de Energia Nuclear (CNEN)
36783,2832,Instituto Nacional da Propriedade Industrial (INPI)
7378,2929,Comando da Marinha (CMAR)
36793,3735,"Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO)"
914,4504,Agência Nacional de Vigilância Sanitária (ANVISA)
58109,1417,Ministério do Desenvolvimento Regional (MDR)
914,2261,Agência Nacional de Vigilância Sanitária (ANVISA)
908,3248,Agência Nacional de Aviação Civil (ANAC)
36783,2849,Instituto Nacional da Propriedade Industrial (INPI)
7581,3347,Comissão Nacional de Energia Nuclear (CNEN)
7581,3358,Comissão Nacional de Energia Nuclear (CNEN)
37021,2574,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ)
36783,2875,Instituto Nacional da Propriedade Industrial (INPI)
55699,4032,Superintendência da Zona Franca de Manaus (SUFRAMA)
914,2613,Agência Nacional de Vigilância Sanitária (ANVISA)
914,3091,Agência Nacional de Vigilância Sanitária (ANVISA)
914,2616,Agência Nacional de Vigilância Sanitária (ANVISA)
34312,3793,Fundação Oswaldo Cruz (FIOCRUZ)
37539,4610,Ministério das Relações Exteriores (MRE)
58108,1010,Ministério da Economia (ME)
58109,1770,Ministério do Desenvolvimento Regional (MDR)
911,3078,Agência Nacional de Telecomunicações (ANATEL)
36802,2551,Instituto Nacional do Seguro Social (INSS)
911,2602,Agência Nacional de Telecomunicações (ANATEL)
911,4807,Agência Nacional de Telecomunicações (ANATEL)
36802,47,Instituto Nacional do Seguro Social (INSS)
913,4567,Agência Nacional de Transportes Terrestres (ANTT)
913,8040,Agência Nacional de Transportes Terrestres (ANTT)
37525,3278,"Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC)"
58108,4285,Ministério da Economia (ME)
58108,1121,Ministério da Economia (ME)
55699,4090,Superintendência da Zona Franca de Manaus (SUFRAMA)
913,8042,Agência Nacional de Transportes Terrestres (ANTT)
58108,4892,Ministério da Economia (ME)
4715,1690,Banco Central do Brasil (BACEN)
58108,1247,Ministério da Economia (ME)
58108,1125,Ministério da Economia (ME)
58108,1011,Ministério da Economia (ME)
34306,2881,Fundação Instituto de Pesquisa Econômica Aplicada (IPEA)
