id_orgao,id_servico,nome_orgao
917,2218,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3174,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,2214,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,2215,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,2213,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,2902,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3169,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,3329,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,2907,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
58108,828,Ministério da Economia (ME)
917,2603,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
58107,2762,Ministério da Justiça e Segurança Pública (MJSP)
58045,1178,Ministério da Cidadania (MCIDADANIA)
917,2905,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
58045,964,Ministério da Cidadania (MCIDADANIA)
917,3178,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,6891,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
58045,1288,Ministério da Cidadania (MCIDADANIA)
917,3310,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
37548,7612,Ministério da Infraestrutura (MINFRA)
917,2227,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,6879,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
7907,6721,Comissão de Valores Mobiliários (CVM)
917,6878,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
58107,4658,Ministério da Justiça e Segurança Pública (MJSP)
917,6864,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
58108,1324,Ministério da Economia (ME)
58108,833,Ministério da Economia (ME)
4715,1096,Banco Central do Brasil (BACEN)
36802,2541,Instituto Nacional do Seguro Social (INSS)
58045,1176,Ministério da Cidadania (MCIDADANIA)
58107,4666,Ministério da Justiça e Segurança Pública (MJSP)
58108,825,Ministério da Economia (ME)
58045,1173,Ministério da Cidadania (MCIDADANIA)
58107,4662,Ministério da Justiça e Segurança Pública (MJSP)
58108,142,Ministério da Economia (ME)
4715,1048,Banco Central do Brasil (BACEN)
58108,834,Ministério da Economia (ME)
58108,751,Ministério da Economia (ME)
58108,821,Ministério da Economia (ME)
58108,60,Ministério da Economia (ME)
58108,835,Ministério da Economia (ME)
58108,820,Ministério da Economia (ME)
58108,837,Ministério da Economia (ME)
58108,1045,Ministério da Economia (ME)
58108,824,Ministério da Economia (ME)
58108,832,Ministério da Economia (ME)
36802,8018,Instituto Nacional do Seguro Social (INSS)
58108,887,Ministério da Economia (ME)
58045,965,Ministério da Cidadania (MCIDADANIA)
58045,967,Ministério da Cidadania (MCIDADANIA)
58108,836,Ministério da Economia (ME)
58108,831,Ministério da Economia (ME)
58108,827,Ministério da Economia (ME)
916,5269,Agência Nacional do Cinema (ANCINE)
58108,4529,Ministério da Economia (ME)
58108,4530,Ministério da Economia (ME)
58108,1046,Ministério da Economia (ME)
58108,1080,Ministério da Economia (ME)
58045,1175,Ministério da Cidadania (MCIDADANIA)
58108,829,Ministério da Economia (ME)
58108,4669,Ministério da Economia (ME)
4715,1687,Banco Central do Brasil (BACEN)
58108,3615,Ministério da Economia (ME)
58108,1768,Ministério da Economia (ME)
58045,196,Ministério da Cidadania (MCIDADANIA)
58045,1443,Ministério da Cidadania (MCIDADANIA)
58045,1201,Ministério da Cidadania (MCIDADANIA)
58045,4131,Ministério da Cidadania (MCIDADANIA)
58045,1180,Ministério da Cidadania (MCIDADANIA)
58108,1767,Ministério da Economia (ME)
58108,731,Ministério da Economia (ME)
58045,1203,Ministério da Cidadania (MCIDADANIA)
58045,974,Ministério da Cidadania (MCIDADANIA)
58108,1020,Ministério da Economia (ME)
58045,1179,Ministério da Cidadania (MCIDADANIA)
58045,983,Ministério da Cidadania (MCIDADANIA)
58045,969,Ministério da Cidadania (MCIDADANIA)
37548,4786,Ministério da Infraestrutura (MINFRA)
58108,1018,Ministério da Economia (ME)
58045,1299,Ministério da Cidadania (MCIDADANIA)
37548,4809,Ministério da Infraestrutura (MINFRA)
58108,1013,Ministério da Economia (ME)
58045,1200,Ministério da Cidadania (MCIDADANIA)
37548,4771,Ministério da Infraestrutura (MINFRA)
58049,3408,"Ministério da Mulher, da Família e dos Direitos Humanos (MMFDH)"
58108,1508,Ministério da Economia (ME)
58108,746,Ministério da Economia (ME)
58108,748,Ministério da Economia (ME)
58108,1026,Ministério da Economia (ME)
58108,1024,Ministério da Economia (ME)
58108,787,Ministério da Economia (ME)
58108,797,Ministério da Economia (ME)
58108,1027,Ministério da Economia (ME)
58108,1030,Ministério da Economia (ME)
36802,5220,Instituto Nacional do Seguro Social (INSS)
58045,1072,Ministério da Cidadania (MCIDADANIA)
908,3065,Agência Nacional de Aviação Civil (ANAC)
58108,1019,Ministério da Economia (ME)
58108,1017,Ministério da Economia (ME)
58108,1021,Ministério da Economia (ME)
58108,1029,Ministério da Economia (ME)
58108,752,Ministério da Economia (ME)
58108,1016,Ministério da Economia (ME)
58108,1505,Ministério da Economia (ME)
58108,4247,Ministério da Economia (ME)
58045,1199,Ministério da Cidadania (MCIDADANIA)
58108,1172,Ministério da Economia (ME)
58045,978,Ministério da Cidadania (MCIDADANIA)
58107,4,Ministério da Justiça e Segurança Pública (MJSP)
58108,14,Ministério da Economia (ME)
58108,31,Ministério da Economia (ME)
58045,1296,Ministério da Cidadania (MCIDADANIA)
58045,972,Ministério da Cidadania (MCIDADANIA)
58109,1696,Ministério do Desenvolvimento Regional (MDR)
58108,1128,Ministério da Economia (ME)
4715,916,Banco Central do Brasil (BACEN)
58108,1168,Ministério da Economia (ME)
58108,1248,Ministério da Economia (ME)
58108,1034,Ministério da Economia (ME)
58108,1127,Ministério da Economia (ME)
58108,37,Ministério da Economia (ME)
58108,1126,Ministério da Economia (ME)
58108,1251,Ministério da Economia (ME)
58108,4466,Ministério da Economia (ME)
58108,22,Ministério da Economia (ME)
58108,32,Ministério da Economia (ME)
58109,3737,Ministério do Desenvolvimento Regional (MDR)
58108,1249,Ministério da Economia (ME)
58108,1129,Ministério da Economia (ME)
36802,2537,Instituto Nacional do Seguro Social (INSS)
58108,38,Ministério da Economia (ME)
58108,1003,Ministério da Economia (ME)
58108,1474,Ministério da Economia (ME)
58108,36,Ministério da Economia (ME)
58108,1250,Ministério da Economia (ME)
58109,1426,Ministério do Desenvolvimento Regional (MDR)
58108,1147,Ministério da Economia (ME)
58108,4180,Ministério da Economia (ME)
58108,39,Ministério da Economia (ME)
58108,1759,Ministério da Economia (ME)
58108,4282,Ministério da Economia (ME)
58108,4187,Ministério da Economia (ME)
58108,4283,Ministério da Economia (ME)
58108,4099,Ministério da Economia (ME)
58108,1166,Ministério da Economia (ME)
58108,1459,Ministério da Economia (ME)
58108,4288,Ministério da Economia (ME)
58108,4075,Ministério da Economia (ME)
58108,1061,Ministério da Economia (ME)
36802,48,Instituto Nacional do Seguro Social (INSS)
58108,1495,Ministério da Economia (ME)
58108,1001,Ministério da Economia (ME)
58108,1064,Ministério da Economia (ME)
58108,1060,Ministério da Economia (ME)
58109,1752,Ministério do Desenvolvimento Regional (MDR)
58108,4223,Ministério da Economia (ME)
58108,4243,Ministério da Economia (ME)
58108,4188,Ministério da Economia (ME)
58108,1468,Ministério da Economia (ME)
58108,4319,Ministério da Economia (ME)
58108,1057,Ministério da Economia (ME)
58108,4198,Ministério da Economia (ME)
58108,4257,Ministério da Economia (ME)
58108,1479,Ministério da Economia (ME)
58108,4322,Ministério da Economia (ME)
58108,1480,Ministério da Economia (ME)
58108,4304,Ministério da Economia (ME)
58108,4287,Ministério da Economia (ME)
58108,4313,Ministério da Economia (ME)
58108,4458,Ministério da Economia (ME)
58108,4289,Ministério da Economia (ME)
58108,4311,Ministério da Economia (ME)
58108,4202,Ministério da Economia (ME)
58108,4308,Ministério da Economia (ME)
4715,7790,Banco Central do Brasil (BACEN)
58108,4303,Ministério da Economia (ME)
58108,4006,Ministério da Economia (ME)
58108,1138,Ministério da Economia (ME)
58108,4278,Ministério da Economia (ME)
58108,1156,Ministério da Economia (ME)
58108,1142,Ministério da Economia (ME)
58108,1070,Ministério da Economia (ME)
58108,1326,Ministério da Economia (ME)
58108,1068,Ministério da Economia (ME)
58108,4405,Ministério da Economia (ME)
58108,1313,Ministério da Economia (ME)
58108,1169,Ministério da Economia (ME)
58108,1321,Ministério da Economia (ME)
4715,1688,Banco Central do Brasil (BACEN)
58108,1007,Ministério da Economia (ME)
58108,1467,Ministério da Economia (ME)
58108,4100,Ministério da Economia (ME)
58108,997,Ministério da Economia (ME)
58108,1477,Ministério da Economia (ME)
58108,4184,Ministério da Economia (ME)
58108,5677,Ministério da Economia (ME)
58108,1054,Ministério da Economia (ME)
58108,4323,Ministério da Economia (ME)
58108,1757,Ministério da Economia (ME)
58108,4256,Ministério da Economia (ME)
58108,4321,Ministério da Economia (ME)
58108,1484,Ministério da Economia (ME)
58108,1462,Ministério da Economia (ME)
58108,1332,Ministério da Economia (ME)
58108,1489,Ministério da Economia (ME)
58108,1486,Ministério da Economia (ME)
58108,1328,Ministério da Economia (ME)
58108,1485,Ministério da Economia (ME)
58108,1497,Ministério da Economia (ME)
58108,1059,Ministério da Economia (ME)
58108,1493,Ministério da Economia (ME)
58108,1135,Ministério da Economia (ME)
58108,1487,Ministério da Economia (ME)
58108,1058,Ministério da Economia (ME)
917,7587,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
917,7588,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP)"
58108,1316,Ministério da Economia (ME)
8382,9,Conselho Administrativo de Defesa Econômica (CADE)
58108,4102,Ministério da Economia (ME)
58108,1758,Ministério da Economia (ME)
58108,4252,Ministério da Economia (ME)
58108,1150,Ministério da Economia (ME)
58108,1154,Ministério da Economia (ME)
58108,1465,Ministério da Economia (ME)
58108,1314,Ministério da Economia (ME)
58108,1325,Ministério da Economia (ME)
58108,1008,Ministério da Economia (ME)
58108,1760,Ministério da Economia (ME)
58108,1006,Ministério da Economia (ME)
58108,1009,Ministério da Economia (ME)
58108,1334,Ministério da Economia (ME)
58108,1472,Ministério da Economia (ME)
58108,1500,Ministério da Economia (ME)
58108,1134,Ministério da Economia (ME)
58108,1066,Ministério da Economia (ME)
58108,1114,Ministério da Economia (ME)
58108,1756,Ministério da Economia (ME)
58108,1322,Ministério da Economia (ME)
913,2249,Agência Nacional de Transportes Terrestres (ANTT)
58108,1723,Ministério da Economia (ME)
58108,1329,Ministério da Economia (ME)
58108,1464,Ministério da Economia (ME)
58108,995,Ministério da Economia (ME)
58108,1146,Ministério da Economia (ME)
4715,1697,Banco Central do Brasil (BACEN)
58108,998,Ministério da Economia (ME)
58108,1471,Ministério da Economia (ME)
58108,1210,Ministério da Economia (ME)
36726,5560,Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio)
58108,1327,Ministério da Economia (ME)
58108,1470,Ministério da Economia (ME)
58108,6925,Ministério da Economia (ME)
914,2622,Agência Nacional de Vigilância Sanitária (ANVISA)
58108,4293,Ministério da Economia (ME)
58108,1005,Ministério da Economia (ME)
58108,4181,Ministério da Economia (ME)
58108,1151,Ministério da Economia (ME)
7907,6722,Comissão de Valores Mobiliários (CVM)
58108,4254,Ministério da Economia (ME)
58108,4251,Ministério da Economia (ME)
913,4566,Agência Nacional de Transportes Terrestres (ANTT)
34299,2405,Fundação Alexandre de Gusmão (FUNAG)
58108,1476,Ministério da Economia (ME)
7907,6731,Comissão de Valores Mobiliários (CVM)
58108,1765,Ministério da Economia (ME)
7907,6726,Comissão de Valores Mobiliários (CVM)
7907,6727,Comissão de Valores Mobiliários (CVM)
58108,1764,Ministério da Economia (ME)
37524,933,"Ministério da Agricultura, Pecuária e Abastecimento (MAPA)"
7907,6728,Comissão de Valores Mobiliários (CVM)
7907,6732,Comissão de Valores Mobiliários (CVM)
7907,6729,Comissão de Valores Mobiliários (CVM)
37544,1514,Ministério do Meio Ambiente (MMA)
58108,1000,Ministério da Economia (ME)
58108,4120,Ministério da Economia (ME)
58108,1755,Ministério da Economia (ME)
58108,1456,Ministério da Economia (ME)
58108,1062,Ministério da Economia (ME)
58108,1482,Ministério da Economia (ME)
58108,4170,Ministério da Economia (ME)
58108,1067,Ministério da Economia (ME)
58049,1512,"Ministério da Mulher, da Família e dos Direitos Humanos (MMFDH)"
58108,4189,Ministério da Economia (ME)
58108,4195,Ministério da Economia (ME)
58108,1055,Ministério da Economia (ME)
58108,1336,Ministério da Economia (ME)
58108,4192,Ministério da Economia (ME)
58108,4193,Ministério da Economia (ME)
37548,7613,Ministério da Infraestrutura (MINFRA)
58108,1320,Ministério da Economia (ME)
58108,1171,Ministério da Economia (ME)
58108,4191,Ministério da Economia (ME)
58108,1319,Ministério da Economia (ME)
58108,4171,Ministério da Economia (ME)
58108,4446,Ministério da Economia (ME)
58108,4197,Ministério da Economia (ME)
58108,4173,Ministério da Economia (ME)
58108,4199,Ministério da Economia (ME)
58108,996,Ministério da Economia (ME)
58109,1295,Ministério do Desenvolvimento Regional (MDR)
58109,1421,Ministério do Desenvolvimento Regional (MDR)
58108,4292,Ministério da Economia (ME)
58108,1153,Ministério da Economia (ME)
58108,4194,Ministério da Economia (ME)
58109,1419,Ministério do Desenvolvimento Regional (MDR)
37548,7634,Ministério da Infraestrutura (MINFRA)
36802,7869,Instituto Nacional do Seguro Social (INSS)
58107,788,Ministério da Justiça e Segurança Pública (MJSP)
58108,1023,Ministério da Economia (ME)
37528,546,Ministério da Educação (MEC)
908,7610,Agência Nacional de Aviação Civil (ANAC)
57771,5784,Universidade Federal de Minas Gerais (UFMG)
58107,3205,Ministério da Justiça e Segurança Pública (MJSP)
36745,5849,"Instituto Federal de Educação, Ciência e Tecnologia de Roraima (IFRR)"
57790,5782,Universidade Federal do Sul e Sudeste do Pará (Unifesspa)
58107,64,Ministério da Justiça e Segurança Pública (MJSP)
58107,1177,Ministério da Justiça e Segurança Pública (MJSP)
37524,5604,"Ministério da Agricultura, Pecuária e Abastecimento (MAPA)"
58107,2761,Ministério da Justiça e Segurança Pública (MJSP)
57757,5781,Universidade Federal Rural de Pernambuco (UFRPE)
58107,1162,Ministério da Justiça e Segurança Pública (MJSP)
57769,5783,Universidade Federal de Juiz de Fora (UFJF)
57771,6802,Universidade Federal de Minas Gerais (UFMG)
57791,5786,Universidade Federal do Triângulo Mineiro (UFTM)
34324,5787,Fundação Universidade Federal de São João Del Rei (FUNRei)
57789,5788,Universidade Federal do Sul da Bahia (UFESBA)
57771,5789,Universidade Federal de Minas Gerais (UFMG)
36754,5790,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo (IF ES)"
36749,5791,"Instituto Federal do Educação, Ciência e Tecnologia de Tocantins (IFTO)"
36736,5793,"Instituto Federal de Educação, Ciência e Tecnologia da Bahia (IF BA)"
36741,5794,"Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso (IF MT)"
57782,5795,Universidade Federal do Oeste do Pará (UFOPA)
57780,5796,Universidade Federal do Estado do Rio de Janeiro (UNIRIO)
36748,5797,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo (IFSP)"
34328,5798,Fundação Universidade Federal do Amapá (UNIFAP)
36740,5799,"Instituto Federal de Educação, Ciência e Tecnologia de Goiás (IFGO)"
36736,5800,"Instituto Federal de Educação, Ciência e Tecnologia da Bahia (IF BA)"
57761,5801,Universidade Federal da Fronteira Sul (UFFS)
57771,5802,Universidade Federal de Minas Gerais (UFMG)
34314,5803,Fundação Universidade Federal da Grande Dourados (UFGD)
36744,5805,"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia (IFRO)"
57761,5807,Universidade Federal da Fronteira Sul (UFFS)
36745,5808,"Instituto Federal de Educação, Ciência e Tecnologia de Roraima (IFRR)"
36762,5809,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul (IFRS)"
57759,5810,Universidade Federal Rural do Semi-Árido (UFERSA-RN)
34328,5811,Fundação Universidade Federal do Amapá (UNIFAP)
6194,5812,Centro Federal de Educação Tecnológica de Minas Gerais (CEFET-MG)
57795,5813,Universidade da Integração Internacional da Lusofonia Afro-Brasileira (UNILAB)
36763,5814,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro (IFRJ)"
7327,5815,Colégio Pedro II (CP II)
34314,5816,Fundação Universidade Federal da Grande Dourados (UFGD)
36746,5817,"Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina (IFSC)"
57775,5818,Universidade Federal de São Paulo (UNIFESP)
36764,5819,"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano (IFSPE)"
36732,5820,"Instituto Federal de Educação, Ciência e Tecnologia Fluminense (IFFLU)"
34332,5821,Fundação Universidade Federal do Rio Grande (FURG)
34332,5822,Fundação Universidade Federal do Rio Grande (FURG)
34320,5823,Fundação Universidade Federal de Rondônia (UNIR)
57765,5824,Universidade Federal de Alfenas (UNIFAL-MG)
36754,5825,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo (IF ES)"
57779,5826,Universidade Federal do Espírito Santo (UFES)
36765,5827,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais (IFSULDEMINAS)"
36747,5828,"Instituto Federal de Educação, Ciência e Tecnologia de Sergipe (IFS)"
36750,5829,"Instituto Federal de Educação, Ciência e Tecnologia do Acre (IFAC)"
36745,5830,"Instituto Federal de Educação, Ciência e Tecnologia de Roraima (IFRR)"
57771,5831,Universidade Federal de Minas Gerais (UFMG)
36730,5832,"Instituto Federal de Educação, Ciência e Tecnologia Catarinense (IFC)"
57790,5833,Universidade Federal do Sul e Sudeste do Pará (Unifesspa)
36739,5834,"Instituto Federal de Educação, Ciência e Tecnologia de Brasília (IFB)"
36739,5835,"Instituto Federal de Educação, Ciência e Tecnologia de Brasília (IFB)"
36730,5836,"Instituto Federal de Educação, Ciência e Tecnologia Catarinense (IFC)"
36732,5837,"Instituto Federal de Educação, Ciência e Tecnologia Fluminense (IFFLU)"
36738,5838,"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas (IFAL)"
36751,5839,"Instituto Federal de Educação, Ciência e Tecnologia do Amapá (IFAP)"
36754,5840,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo (IF ES)"
34330,5841,Fundação Universidade Federal do Pampa (UNIPAMPA)
36752,5842,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas (IFAM)"
36747,5843,"Instituto Federal de Educação, Ciência e Tecnologia de Sergipe (IFS)"
36736,5844,"Instituto Federal de Educação, Ciência e Tecnologia da Bahia (IF BA)"
57762,5845,Universidade Federal da Integração Latino-Americana (UNILA)
57758,5846,Universidade Federal Rural do Rio de Janeiro (UFRRJ)
36753,5847,"Instituto Federal de Educação, Ciência e Tecnologia do Ceará (IFCE)"
36745,6818,"Instituto Federal de Educação, Ciência e Tecnologia de Roraima (IFRR)"
57768,5850,Universidade Federal de Itajubá (UNIFEI)
57787,5851,Universidade Federal do Rio Grande do Sul (UFRGS)
57793,5852,Universidade Tecnológica Federal do Paraná (UTFPR)
34330,5853,Fundação Universidade Federal do Pampa (UNIPAMPA)
57765,5854,Universidade Federal de Alfenas (UNIFAL-MG)
36754,5855,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo (IF ES)"
57768,5856,Universidade Federal de Itajubá (UNIFEI)
36765,5857,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais (IFSULDEMINAS)"
57778,5858,Universidade Federal do Ceará (UFC)
57768,5859,Universidade Federal de Itajubá (UNIFEI)
36754,5860,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo (IF ES)"
36755,5861,"Instituto Federal de Educação, Ciência e Tecnologia do Maranhão (IFMA)"
57757,5862,Universidade Federal Rural de Pernambuco (UFRPE)
36756,5863,"Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul (IFMS)"
36742,5864,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais (IFMG)"
36757,5865,"Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais (IFNMG)"
57787,5866,Universidade Federal do Rio Grande do Sul (UFRGS)
57760,5867,Universidade Federal da Bahia (UFBA)
36750,5868,"Instituto Federal de Educação, Ciência e Tecnologia do Acre (IFAC)"
57770,5869,Universidade Federal de Lavras (UFLA)
34317,5870,Fundação Universidade Federal de Mato Grosso do Sul (UFMS)
36742,5871,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais (IFMG)"
36738,5872,"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas (IFAL)"
36756,5873,"Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul (IFMS)"
57755,5874,Universidade Federal Fluminense (UFF)
57778,5875,Universidade Federal do Ceará (UFC)
36751,5876,"Instituto Federal de Educação, Ciência e Tecnologia do Amapá (IFAP)"
57793,5877,Universidade Tecnológica Federal do Paraná (UTFPR)
36752,5879,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas (IFAM)"
57793,5880,Universidade Tecnológica Federal do Paraná (UTFPR)
34317,5881,Fundação Universidade Federal de Mato Grosso do Sul (UFMS)
34326,5882,Fundação Universidade Federal do ABC (UFABC)
36752,5883,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas (IFAM)"
36738,5884,"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas (IFAL)"
57776,5885,Universidade Federal de Uberlândia (UFU)
57767,5886,Universidade Federal de Goiás (UFG)
34325,5887,Fundação Universidade Federal de Viçosa (UFV)
34316,5888,Fundação Universidade Federal de Mato Grosso (UFMT)
36751,5889,"Instituto Federal de Educação, Ciência e Tecnologia do Amapá (IFAP)"
34322,5890,Fundação Universidade Federal de Sergipe (UFS)
57784,5891,Universidade Federal do Pará (UFPA)
34333,5892,Fundação Universidade Federal do Tocantins (UFT)
57772,5893,Universidade Federal de Pernambuco (UFPE)
57763,5894,Universidade Federal da Paraíba (UFPB)
34331,5895,Fundação Universidade Federal do Piauí (UFPI)
34329,5896,Fundação Universidade Federal do Maranhão (UFMA)
57771,5897,Universidade Federal de Minas Gerais (UFMG)
57787,5898,Universidade Federal do Rio Grande do Sul (UFRGS)
36750,5899,"Instituto Federal de Educação, Ciência e Tecnologia do Acre (IFAC)"
57764,5900,Universidade Federal de Alagoas (UFAL)
34323,5901,Fundação Universidade Federal de São Carlos (UFSCar)
34319,5902,Fundação Universidade Federal de Pelotas (UFPel)
57770,5903,Universidade Federal de Lavras (UFLA)
34315,5904,Fundação Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA)
36753,5905,"Instituto Federal de Educação, Ciência e Tecnologia do Ceará (IFCE)"
34334,5906,Fundação Universidade Federal do Vale do São Francisco (UNIVASF)
36735,5907,"Instituto Federal de Educação, Ciência e Tecnologia Sul-Rio-Grandense (IFSul)"
57795,5908,Universidade da Integração Internacional da Lusofonia Afro-Brasileira (UNILAB)
36758,5909,"Instituto Federal de Educação, Ciência e Tecnologia do Paraná (IFPR)"
36729,5910,"Instituto Federal de Educação, Ciência e Tecnologia Baiano (IF BAIANO)"
34318,5911,Fundação Universidade Federal de Ouro Preto (UFOP)
34329,5912,Fundação Universidade Federal do Maranhão (UFMA)
36734,5913,"Instituto Federal de Educação, Ciência e Tecnologia Sudeste de Minas Gerais (IFMGSE)"
36734,5914,"Instituto Federal de Educação, Ciência e Tecnologia Sudeste de Minas Gerais (IFMGSE)"
57771,5915,Universidade Federal de Minas Gerais (UFMG)
34327,5916,Fundação Universidade Federal do Acre (UFAC)
34322,5917,Fundação Universidade Federal de Sergipe (UFS)
36737,5918,"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba (IFPB)"
36759,5919,"Instituto Federal de Educação, Ciência e Tecnologia do Pará (IFPA)"
57776,5920,Universidade Federal de Uberlândia (UFU)
34336,5921,Fundação Universidade do Amazonas (UFAM)
34325,5922,Fundação Universidade Federal de Viçosa (UFV)
36740,5923,"Instituto Federal de Educação, Ciência e Tecnologia de Goiás (IFGO)"
36733,5924,"Instituto Federal de Educação, Ciência e Tecnologia Goiano (IF-GOIANO)"
57781,5925,Universidade Federal do Oeste da Bahia (UFOB)
36760,5926,"Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI)"
36743,5927,"Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco (IFPE)"
57785,5928,Universidade Federal do Recôncavo da Bahia (UFRB)
57783,5929,Universidade Federal do Paraná (UFPR)
36732,5930,"Instituto Federal de Educação, Ciência e Tecnologia Fluminense (IFFLU)"
57788,5931,Universidade Federal do Rio de Janeiro (UFRJ)
6194,5932,Centro Federal de Educação Tecnológica de Minas Gerais (CEFET-MG)
57786,5933,Universidade Federal do Rio Grande do Norte (UFRN)
36766,5934,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro (IFTRIAMG)"
57789,5935,Universidade Federal do Sul da Bahia (UFESBA)
57760,5936,Universidade Federal da Bahia (UFBA)
57763,5937,Universidade Federal da Paraíba (UFPB)
57784,5938,Universidade Federal do Pará (UFPA)
36736,5939,"Instituto Federal de Educação, Ciência e Tecnologia da Bahia (IF BA)"
57772,5940,Universidade Federal de Pernambuco (UFPE)
57791,5941,Universidade Federal do Triângulo Mineiro (UFTM)
34331,5942,Fundação Universidade Federal do Piauí (UFPI)
57773,5943,Universidade Federal de Santa Catarina (UFSC)
57777,5944,Universidade Federal do Cariri  (UFCA)
36762,5945,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul (IFRS)"
36745,5946,"Instituto Federal de Educação, Ciência e Tecnologia de Roraima (IFRR)"
36744,5947,"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia (IFRO)"
34327,5948,Fundação Universidade Federal do Acre (UFAC)
36766,5949,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro (IFTRIAMG)"
36761,5950,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte (IFRN)"
36758,5951,"Instituto Federal de Educação, Ciência e Tecnologia do Paraná (IFPR)"
34321,5952,Fundação Universidade Federal de Roraima (UFRR)
36743,5953,"Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco (IFPE)"
57774,5954,Universidade Federal de Santa Maria (UFSM)
57766,5955,Universidade Federal de Campina Grande (UFCG)
7327,5956,Colégio Pedro II (CP II)
36760,5957,"Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI)"
34321,5958,Fundação Universidade Federal de Roraima (UFRR)
36729,5959,"Instituto Federal de Educação, Ciência e Tecnologia Baiano (IF BAIANO)"
57773,5960,Universidade Federal de Santa Catarina (UFSC)
57774,5961,Universidade Federal de Santa Maria (UFSM)
36763,5962,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro (IFRJ)"
57764,5963,Universidade Federal de Alagoas (UFAL)
34336,5964,Fundação Universidade do Amazonas (UFAM)
34321,5965,Fundação Universidade Federal de Roraima (UFRR)
57763,5966,Universidade Federal da Paraíba (UFPB)
57760,5967,Universidade Federal da Bahia (UFBA)
36733,5968,"Instituto Federal de Educação, Ciência e Tecnologia Goiano (IF-GOIANO)"
57784,5969,Universidade Federal do Pará (UFPA)
36748,5970,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo (IFSP)"
57759,5971,Universidade Federal Rural do Semi-Árido (UFERSA-RN)
34331,5972,Fundação Universidade Federal do Piauí (UFPI)
